LossBefore	LossAfter	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
8.518523	8.616461	3.2865750789642334	0	20.44898	7.7881675	44.0	9.0	20.448979591836736	7.788167960647547	1002	1002
17.945328	18.295557	5.538048982620239	1	37.77778	24.785501	126.0	13.0	37.77777777777778	24.78549954417544	1020	2022
25.374043	25.433722	7.643858194351196	2	64.5625	34.07706	145.0	22.0	64.5625	34.07706110787725	1033	3055
24.41846	24.575241	9.248383045196533	3	67.125	35.57892	187.0	25.0	67.125	35.57891756363591	1074	4129
22.582773	22.667995	10.875956058502197	4	75.78571	26.167534	134.0	39.0	75.78571428571429	26.16753324099097	1061	5190
26.13487	26.289665	12.898437976837158	5	97.454544	22.820898	148.0	67.0	97.45454545454545	22.820898063611608	1072	6262
30.906197	31.35398	15.417582988739014	6	122.333336	41.117714	194.0	59.0	122.33333333333333	41.11771718695806	1101	7363
37.070084	37.250122	18.031243085861206	7	155.14285	24.844824	200.0	124.0	155.14285714285714	24.844824533943665	1086	8449
38.52461	38.71464	20.06699013710022	8	171.42857	28.982048	200.0	133.0	171.42857142857142	28.982049335294935	1200	9649
32.70155	32.908768	21.907352209091187	9	150.28572	38.96414	200.0	75.0	150.28571428571428	38.964138404854445	1052	10701
35.497074	35.73869	24.044350147247314	10	166.71428	23.229996	200.0	129.0	166.71428571428572	23.229994684915976	1167	11868
36.3734	37.37142	25.91295313835144	11	173.0	28.0238	200.0	138.0	173.0	28.023799409311604	1038	12906
40.003967	40.330204	27.92612910270691	12	191.0	20.12461	200.0	146.0	191.0	20.12461179749811	1146	14052
43.672634	44.17527	29.758463144302368	13	200.0	0.0	200.0	200.0	200.0	0.0	1200	15252
39.064575	42.36105	32.56339502334595	14	200.0	0.0	200.0	200.0	200.0	0.0	1200	16452
25.746267	31.206272	34.78338313102722	15	130.25	16.02147	162.0	111.0	130.25	16.021469970012117	1042	17494
20.095572	22.914543	36.92053413391113	16	96.818184	23.186274	118.0	38.0	96.81818181818181	23.186274081557904	1065	18559
15.495236	15.936594	38.58970618247986	17	72.86667	27.050241	115.0	36.0	72.86666666666666	27.050241321577072	1093	19652
13.323091	13.147381	40.10296106338501	18	64.0	25.0075	114.0	39.0	64.0	25.007498875337372	1024	20676
13.395274	13.387306	41.84837198257446	19	69.933334	25.639725	113.0	34.0	69.93333333333334	25.63972612091548	1049	21725
12.755972	12.956422	43.54676818847656	20	72.85714	23.694054	110.0	34.0	72.85714285714286	23.694053331275043	1020	22745
16.210434	16.673256	45.581791162490845	21	97.454544	17.72191	120.0	58.0	97.45454545454545	17.721910610949354	1072	23817
17.490238	18.821184	47.297410011291504	22	104.7	16.899998	122.0	58.0	104.7	16.900000000000002	1047	24864
21.18354	22.365036	48.986268043518066	23	123.0	10.530379	143.0	109.0	123.0	10.530379332620877	1107	25971
20.012703	20.733593	51.03182601928711	24	128.125	7.131576	135.0	112.0	128.125	7.131575912797956	1025	26996
21.3096	22.532255	53.11302208900452	25	137.875	7.944141	150.0	126.0	137.875	7.944140922717824	1103	28099
24.886976	26.865381	55.53668403625488	26	166.28572	16.619389	194.0	142.0	166.28571428571428	16.61938872620329	1164	29263
29.926844	31.13413	57.65541315078735	27	198.66667	2.9814239	200.0	192.0	198.66666666666666	2.981423969999719	1192	30455
30.201876	34.060234	59.696343183517456	28	200.0	0.0	200.0	200.0	200.0	0.0	1200	31655
30.882597	36.33957	62.122255086898804	29	200.0	0.0	200.0	200.0	200.0	0.0	1200	32855
29.907513	33.11054	64.43052911758423	30	200.0	0.0	200.0	200.0	200.0	0.0	1200	34055
29.202286	31.332233	66.59927415847778	31	200.0	0.0	200.0	200.0	200.0	0.0	1200	35255
30.187992	30.92031	68.54444718360901	32	200.0	0.0	200.0	200.0	200.0	0.0	1200	36455
29.593815	29.740639	70.82498908042908	33	200.0	0.0	200.0	200.0	200.0	0.0	1200	37655
30.318516	30.40056	73.17522311210632	34	200.0	0.0	200.0	200.0	200.0	0.0	1200	38855
32.494247	32.451427	75.6449990272522	35	200.0	0.0	200.0	200.0	200.0	0.0	1200	40055
29.538757	29.68211	77.80399417877197	36	200.0	0.0	200.0	200.0	200.0	0.0	1200	41255
31.143684	31.733925	80.18862104415894	37	200.0	0.0	200.0	200.0	200.0	0.0	1200	42455
33.56659	33.932384	82.94560217857361	38	200.0	0.0	200.0	200.0	200.0	0.0	1200	43655
29.22696	29.054838	85.54745101928711	39	200.0	0.0	200.0	200.0	200.0	0.0	1200	44855
30.466562	30.339333	88.11727714538574	40	200.0	0.0	200.0	200.0	200.0	0.0	1200	46055
28.825937	28.80912	90.49226999282837	41	200.0	0.0	200.0	200.0	200.0	0.0	1200	47255
30.004505	30.23374	93.13179016113281	42	200.0	0.0	200.0	200.0	200.0	0.0	1200	48455
29.508873	30.947735	95.24875211715698	43	200.0	0.0	200.0	200.0	200.0	0.0	1200	49655
27.054506	28.77735	97.43404817581177	44	200.0	0.0	200.0	200.0	200.0	0.0	1200	50855
23.940502	25.130907	99.25185203552246	45	200.0	0.0	200.0	200.0	200.0	0.0	1200	52055
22.973467	22.957726	101.43509411811829	46	200.0	0.0	200.0	200.0	200.0	0.0	1200	53255
25.117842	25.211061	103.9735050201416	47	200.0	0.0	200.0	200.0	200.0	0.0	1200	54455
22.745695	23.015213	106.47642707824707	48	200.0	0.0	200.0	200.0	200.0	0.0	1200	55655
23.701946	23.691656	108.75357007980347	49	200.0	0.0	200.0	200.0	200.0	0.0	1200	56855
22.012613	23.773333	111.55899214744568	50	200.0	0.0	200.0	200.0	200.0	0.0	1200	58055
21.072325	26.157887	114.81149101257324	51	200.0	0.0	200.0	200.0	200.0	0.0	1200	59255
20.483393	23.080706	117.59684419631958	52	200.0	0.0	200.0	200.0	200.0	0.0	1200	60455
21.502716	23.76633	120.3124680519104	53	200.0	0.0	200.0	200.0	200.0	0.0	1200	61655
23.812586	27.594788	122.71003818511963	54	200.0	0.0	200.0	200.0	200.0	0.0	1200	62855
21.531122	24.305235	125.46085214614868	55	200.0	0.0	200.0	200.0	200.0	0.0	1200	64055
20.970201	23.533352	128.40289211273193	56	200.0	0.0	200.0	200.0	200.0	0.0	1200	65255
18.339815	20.478682	131.26081609725952	57	200.0	0.0	200.0	200.0	200.0	0.0	1200	66455
18.297281	19.778013	134.2005331516266	58	200.0	0.0	200.0	200.0	200.0	0.0	1200	67655
18.678005	20.768671	136.96442699432373	59	200.0	0.0	200.0	200.0	200.0	0.0	1200	68855
16.831446	18.276793	140.07618713378906	60	200.0	0.0	200.0	200.0	200.0	0.0	1200	70055
16.083628	16.332039	142.99996399879456	61	199.33333	1.490712	200.0	196.0	199.33333333333334	1.49071198499986	1196	71251
16.34287	16.356686	145.53657507896423	62	200.0	0.0	200.0	200.0	200.0	0.0	1200	72451
14.896531	14.844186	148.19388604164124	63	200.0	0.0	200.0	200.0	200.0	0.0	1200	73651
16.811365	16.868896	150.95614504814148	64	200.0	0.0	200.0	200.0	200.0	0.0	1200	74851
17.151606	17.130856	153.84818315505981	65	200.0	0.0	200.0	200.0	200.0	0.0	1200	76051
13.620163	13.621469	155.77512121200562	66	200.0	0.0	200.0	200.0	200.0	0.0	1200	77251
13.905387	13.767647	157.96521520614624	67	200.0	0.0	200.0	200.0	200.0	0.0	1200	78451
14.1368065	14.0866	160.23724818229675	68	200.0	0.0	200.0	200.0	200.0	0.0	1200	79651
14.563893	14.650738	162.72583413124084	69	200.0	0.0	200.0	200.0	200.0	0.0	1200	80851
13.218878	13.39944	164.87820410728455	70	200.0	0.0	200.0	200.0	200.0	0.0	1200	82051
12.6636915	13.062181	166.92264318466187	71	200.0	0.0	200.0	200.0	200.0	0.0	1200	83251
11.927556	12.70781	169.10228419303894	72	200.0	0.0	200.0	200.0	200.0	0.0	1200	84451
12.755677	13.599973	171.59206914901733	73	200.0	0.0	200.0	200.0	200.0	0.0	1200	85651
9.971808	10.292123	174.082111120224	74	200.0	0.0	200.0	200.0	200.0	0.0	1200	86851
10.716173	10.895746	176.24163603782654	75	200.0	0.0	200.0	200.0	200.0	0.0	1200	88051
10.998072	10.841539	178.7434492111206	76	193.5	11.339458	200.0	169.0	193.5	11.339459128782702	1161	89212
11.562238	11.952212	181.8312451839447	77	200.0	0.0	200.0	200.0	200.0	0.0	1200	90412
9.611908	9.662427	185.20774006843567	78	199.33333	1.490712	200.0	196.0	199.33333333333334	1.49071198499986	1196	91608
11.627871	11.77417	187.72570300102234	79	199.5	1.118034	200.0	197.0	199.5	1.118033988749895	1197	92805
7.705431	7.765757	189.853618144989	80	198.33333	3.72678	200.0	190.0	198.33333333333334	3.7267799624996494	1190	93995
9.233021	9.329678	192.09010219573975	81	200.0	0.0	200.0	200.0	200.0	0.0	1200	95195
8.234301	8.334322	195.11123514175415	82	195.0	9.12871	200.0	175.0	195.0	9.128709291752768	1170	96365
9.394218	9.535512	197.6465392112732	83	200.0	0.0	200.0	200.0	200.0	0.0	1200	97565
8.789771	9.048114	199.49749398231506	84	188.5	9.215024	200.0	177.0	188.5	9.215023964519391	1131	98696
11.784673	13.30622	201.46497797966003	85	190.0	17.291616	200.0	152.0	190.0	17.291616465790582	1140	99836
9.131959	10.050894	203.59236001968384	86	197.83333	3.6704524	200.0	190.0	197.83333333333334	3.6704525909242065	1187	101023
8.119679	8.356415	205.60810112953186	87	187.66667	20.319668	200.0	143.0	187.66666666666666	20.31966753883756	1126	102149
7.670281	7.7316704	207.48271918296814	88	196.66667	3.1446602	200.0	192.0	196.66666666666666	3.144660377352201	1180	103329
7.450698	7.508061	209.6182520389557	89	186.16667	27.107296	200.0	126.0	186.16666666666666	27.107297090553967	1117	104446
8.410301	9.2934475	211.9675841331482	90	187.83333	15.773571	200.0	156.0	187.83333333333334	15.773571426774456	1127	105573
8.905607	9.677082	214.22948908805847	91	194.33333	6.548961	200.0	184.0	194.33333333333334	6.548960901462833	1166	106739
7.614028	8.314747	216.34562015533447	92	198.83333	2.6087458	200.0	193.0	198.83333333333334	2.608745973749754	1193	107932
8.220858	8.348564	217.96332907676697	93	195.66667	6.548961	200.0	183.0	195.66666666666666	6.548960901462833	1174	109106
6.359928	6.372344	219.76005005836487	94	191.5	8.75119	200.0	180.0	191.5	8.751190395216717	1149	110255
8.216951	8.225294	221.73758220672607	95	195.0	7.164728	200.0	183.0	195.0	7.164728420068226	1170	111425
10.74032	10.523911	223.77953219413757	96	200.0	0.0	200.0	200.0	200.0	0.0	1200	112625
7.4190984	7.553467	225.4577660560608	97	200.0	0.0	200.0	200.0	200.0	0.0	1200	113825
7.499561	7.787804	227.1480791568756	98	199.66667	0.745356	200.0	198.0	199.66666666666666	0.7453559924999298	1198	115023
8.023415	8.406469	228.6625461578369	99	200.0	0.0	200.0	200.0	200.0	0.0	1200	116223
