LossBefore	LossAfter	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
19.35979	21.790054	5.169837951660156	0	22.853882	10.885314	74.0	9.0	22.85388127853881	10.885314182160876	5005	5005
27.526033	28.971777	9.617295026779175	1	36.889706	15.617991	102.0	11.0	36.88970588235294	15.617991507777951	5017	10022
39.763863	40.89887	13.776206970214844	2	54.619564	27.666822	197.0	17.0	54.619565217391305	27.66682300993625	5025	15047
36.94559	37.77429	18.196612119674683	3	60.506023	23.208002	118.0	29.0	60.506024096385545	23.208003134552428	5022	20069
31.607077	32.018177	22.51414203643799	4	57.528736	19.516476	113.0	26.0	57.52873563218391	19.516476434652915	5005	25074
36.291027	36.692646	26.793957948684692	5	69.23288	28.104755	148.0	33.0	69.23287671232876	28.10475538563127	5054	30128
35.649494	36.30097	31.331231117248535	6	74.19118	28.626528	153.0	31.0	74.19117647058823	28.626528910076512	5045	35173
35.705353	36.814674	35.48084592819214	7	82.27869	25.878109	166.0	45.0	82.27868852459017	25.878107177050595	5019	40192
37.667492	39.356365	39.78502297401428	8	92.96296	28.288176	174.0	38.0	92.96296296296296	28.28817509985594	5020	45212
41.999428	43.25269	43.74909591674805	9	102.755104	40.548046	200.0	49.0	102.75510204081633	40.548046890352694	5035	50247
44.356525	46.450165	47.824116945266724	10	115.34091	42.145824	200.0	55.0	115.3409090909091	42.14582001371072	5075	55322
36.511604	36.869987	52.47235989570618	11	102.44898	38.970455	200.0	53.0	102.44897959183673	38.970455174526606	5020	60342
34.09074	34.26567	56.66283392906189	12	101.86	35.103283	200.0	56.0	101.86	35.10328189785109	5093	65435
29.227472	29.452868	60.87972092628479	13	94.111115	31.124401	200.0	52.0	94.11111111111111	31.12440192295634	5082	70517
27.795929	28.228855	65.0576639175415	14	95.71698	32.00435	184.0	51.0	95.71698113207547	32.004349561996044	5073	75590
23.641802	24.225163	69.57164192199707	15	83.65	30.62288	200.0	42.0	83.65	30.622880879063835	5019	80609
22.163603	22.511753	74.20101189613342	16	81.048386	32.59894	200.0	41.0	81.04838709677419	32.59894487672818	5025	85634
20.204277	20.34674	78.57953691482544	17	80.507935	33.212578	200.0	40.0	80.5079365079365	33.21257794627269	5072	90706
18.761314	18.801651	83.06530690193176	18	76.02941	35.868618	180.0	37.0	76.02941176470588	35.86862080534333	5170	95876
17.335064	17.389492	87.51624298095703	19	72.82609	32.21214	200.0	36.0	72.82608695652173	32.2121394534165	5025	100901
14.200455	14.231167	91.83081102371216	20	71.61972	24.116129	140.0	40.0	71.61971830985915	24.116131120110058	5085	105986
12.756979	12.79788	96.06067204475403	21	67.46667	25.602257	146.0	41.0	67.46666666666667	25.60225684496497	5060	111046
12.743855	12.820951	100.29793310165405	22	68.65753	26.698324	159.0	38.0	68.65753424657534	26.698324393618964	5012	116058
13.426473	13.528901	104.69947600364685	23	70.39726	32.463146	200.0	37.0	70.3972602739726	32.46314653426035	5139	121197
13.3010235	13.346085	109.09133410453796	24	66.973335	31.552273	200.0	38.0	66.97333333333333	31.55227338173203	5023	126220
10.409727	10.440502	113.5441780090332	25	66.26316	29.838322	143.0	38.0	66.26315789473684	29.83832241873767	5036	131256
9.672648	9.676958	118.08607792854309	26	64.60256	28.773357	177.0	39.0	64.6025641025641	28.77335828977097	5039	136295
9.966313	10.051449	122.943687915802	27	62.530865	29.68896	180.0	35.0	62.53086419753087	29.688958091965706	5065	141360
9.478181	9.543368	127.59538412094116	28	61.292683	27.911222	161.0	33.0	61.292682926829265	27.91122154123418	5026	146386
9.792902	9.80021	131.95991897583008	29	66.23684	31.526875	200.0	37.0	66.23684210526316	31.526875928597406	5034	151420
10.474034	10.445939	136.320072889328	30	69.39726	36.37353	175.0	35.0	69.3972602739726	36.3735338549424	5066	156486
10.486779	10.690543	140.80487608909607	31	69.83562	36.280872	200.0	37.0	69.83561643835617	36.28087299346515	5098	161584
9.333578	9.51318	145.473002910614	32	62.037037	29.978365	200.0	35.0	62.03703703703704	29.978364397705075	5025	166609
7.5150533	7.57686	150.1100640296936	33	61.91358	26.299885	183.0	35.0	61.91358024691358	26.29988383341204	5015	171624
7.2750854	7.279216	155.45530796051025	34	59.14118	23.653952	195.0	34.0	59.141176470588235	23.65395275569938	5027	176651
8.640515	8.568576	161.06827092170715	35	64.60256	29.117947	200.0	35.0	64.6025641025641	29.11794747608852	5039	181690
8.108155	8.177291	165.9067840576172	36	58.7093	26.217724	200.0	31.0	58.7093023255814	26.217722693517466	5049	186739
9.590342	9.828594	170.9456388950348	37	67.42667	39.729477	200.0	34.0	67.42666666666666	39.72947632286246	5057	191796
7.1746984	7.604272	176.55793595314026	38	60.506023	25.641819	156.0	33.0	60.506024096385545	25.641820835472185	5022	196818
7.446391	7.6746035	181.71606993675232	39	57.57471	28.45914	187.0	33.0	57.57471264367816	28.45913875963949	5009	201827
6.9308534	7.095855	186.4413878917694	40	59.129414	29.155481	197.0	30.0	59.129411764705885	29.155481064879854	5026	206853
7.714674	7.836691	190.88190698623657	41	59.294117	26.99927	149.0	34.0	59.294117647058826	26.999269501844267	5040	211893
6.6005545	6.6730814	195.51512098312378	42	56.50562	23.055927	137.0	32.0	56.50561797752809	23.05592789577027	5029	216922
6.1373186	6.213271	200.33512806892395	43	54.913044	19.44147	114.0	31.0	54.91304347826087	19.441468551343856	5052	221974
5.76933	5.7850113	205.13072109222412	44	53.89247	20.625416	122.0	32.0	53.89247311827957	20.62541618509593	5012	226986
5.3702064	5.3539343	210.40174293518066	45	53.29787	18.618698	107.0	31.0	53.297872340425535	18.618699012548465	5010	231996
6.3362045	6.3565297	215.58554697036743	46	56.35955	22.274714	125.0	31.0	56.359550561797754	22.27471342632653	5016	237012
5.2249055	5.187327	220.96422505378723	47	52.051548	17.015076	116.0	31.0	52.05154639175258	17.015075870739544	5049	242061
4.9621763	4.9934225	230.33738803863525	48	51.96907	17.933125	107.0	32.0	51.96907216494845	17.9331252606273	5041	247102
5.859446	5.8404117	238.91938495635986	49	52.68421	17.337675	99.0	32.0	52.68421052631579	17.33767613754552	5005	252107
4.9032207	4.9130173	247.18933010101318	50	51.510204	15.623925	95.0	33.0	51.51020408163265	15.62392520251748	5048	257155
