LossBefore	LossAfter	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
17.4394	19.534369	1.6164169311523438	0	21.531916	9.024437	54.0	10.0	21.53191489361702	9.024437422979204	1012	1012
37.204575	37.974785	2.795839786529541	1	41.96154	27.299591	143.0	12.0	41.96153846153846	27.299592514894613	1091	2103
34.725143	35.253532	3.799426794052124	2	49.95238	21.119787	111.0	24.0	49.95238095238095	21.119785781913674	1049	3152
25.981018	26.180307	4.717718839645386	3	42.583332	13.966974	66.0	15.0	42.583333333333336	13.96697493693208	1022	4174
41.078518	41.11584	5.650004863739014	4	60.117645	30.009571	133.0	24.0	60.11764705882353	30.00957171409928	1022	5196
42.834267	42.774296	6.517333984375	5	68.3125	30.101326	142.0	33.0	68.3125	30.101326278920002	1093	6289
46.685745	46.824833	7.451263904571533	6	71.0	35.35911	141.0	27.0	71.0	35.35911009438256	1065	7354
52.096264	52.401936	8.386629819869995	7	87.916664	28.891922	141.0	38.0	87.91666666666667	28.891920246940245	1055	8409
51.29781	54.117672	9.28365182876587	8	84.583336	30.995853	155.0	49.0	84.58333333333333	30.995855457714917	1015	9424
51.230484	51.20006	10.20689582824707	9	84.5	29.669008	138.0	52.0	84.5	29.669007398293594	1014	10438
54.300865	54.713623	11.289822816848755	10	101.454544	13.068795	124.0	82.0	101.45454545454545	13.068794452043083	1116	11554
48.36169	48.74863	12.379865884780884	11	88.166664	23.727034	121.0	42.0	88.16666666666667	23.727035681311353	1058	12612
54.50164	54.235714	13.380606889724731	12	100.6	38.7768	164.0	27.0	100.6	38.77679718594614	1006	13618
42.01675	42.29156	14.381179809570312	13	77.61539	26.799936	125.0	39.0	77.61538461538461	26.79993817885654	1009	14627
44.650345	46.442905	16.06845998764038	14	91.916664	22.054699	124.0	49.0	91.91666666666667	22.05469841603422	1103	15730
48.522552	50.797844	17.57365894317627	15	93.63636	27.595364	126.0	54.0	93.63636363636364	27.59536432503483	1030	16760
39.291397	39.41536	19.09563899040222	16	80.30769	19.73433	108.0	45.0	80.3076923076923	19.73433016299891	1044	17804
40.19632	40.44111	20.763701915740967	17	72.333336	32.624462	132.0	25.0	72.33333333333333	32.62446253282275	1085	18889
33.91111	34.1419	22.49438500404358	18	70.8	26.671333	114.0	41.0	70.8	26.671332925071443	1062	19951
36.653553	37.56256	24.73627781867981	19	68.4375	33.15865	127.0	29.0	68.4375	33.158650360803286	1095	21046
35.00926	35.183125	26.506136894226074	20	73.5	33.098877	146.0	35.0	73.5	33.09887784027903	1029	22075
42.167225	42.57309	28.409621953964233	21	101.8	22.780695	133.0	59.0	101.8	22.7806935803105	1018	23093
37.95978	38.79833	30.100916862487793	22	89.083336	26.027096	126.0	42.0	89.08333333333333	26.027095923714235	1069	24162
50.2215	50.96153	31.737022876739502	23	131.125	33.08488	200.0	89.0	131.125	33.08488136596533	1049	25211
