LossBefore	LossAfter	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
20.249823	23.223846	5.180356979370117	0	23.582159	11.70366	71.0	8.0	23.582159624413144	11.703659434651774	5023	5023
33.955948	35.2641	9.570941925048828	1	43.66087	21.48281	145.0	14.0	43.66086956521739	21.482808883028447	5021	10044
51.352116	53.88079	13.762017965316772	2	73.57353	32.82768	188.0	22.0	73.57352941176471	32.82767670931782	5003	15047
76.862625	77.37852	18.203675985336304	3	117.325584	45.149734	200.0	40.0	117.32558139534883	45.14973585656724	5045	20092
91.800224	92.69671	22.47231698036194	4	152.0303	46.947094	200.0	46.0	152.03030303030303	46.94709133435912	5017	25109
99.86414	101.87395	26.72527313232422	5	186.25926	23.006588	200.0	129.0	186.25925925925927	23.0065893823239	5029	30138
103.46863	105.64415	31.35118293762207	6	196.07692	10.306544	200.0	165.0	196.07692307692307	10.306544138119524	5098	35236
104.10681	105.70447	35.594223976135254	7	199.73077	1.3461539	200.0	193.0	199.73076923076923	1.346153846153846	5193	40429
105.51788	106.932594	39.753451108932495	8	196.34616	9.531093	200.0	158.0	196.34615384615384	9.531092066302337	5105	45534
105.42093	106.66591	43.82780909538269	9	191.92592	27.304762	200.0	64.0	191.92592592592592	27.304762745482805	5182	50716
106.58274	106.631744	47.836825132369995	10	195.03847	15.458332	200.0	142.0	195.03846153846155	15.458333001057962	5071	55787
97.22357	97.14468	52.614630937576294	11	172.86667	40.11046	200.0	54.0	172.86666666666667	40.11045859733954	5186	60973
101.14214	101.61189	56.676597118377686	12	185.62962	27.758413	200.0	116.0	185.62962962962962	27.758413003185506	5012	65985
101.61062	102.67521	60.89346408843994	13	188.66667	24.511522	200.0	104.0	188.66666666666666	24.511524122641063	5094	71079
102.59042	102.66511	65.06474113464355	14	188.14815	28.18156	200.0	85.0	188.14814814814815	28.1815591184807	5080	76159
101.109795	102.01261	69.57529497146606	15	187.74074	22.414598	200.0	113.0	187.74074074074073	22.41459939677642	5069	81228
102.79485	103.50845	74.23297214508057	16	190.11111	26.182175	200.0	79.0	190.11111111111111	26.182172805928587	5133	86361
102.49218	102.81988	78.6186740398407	17	189.74074	21.058285	200.0	126.0	189.74074074074073	21.058283480735245	5123	91484
104.10394	107.36196	83.01396894454956	18	190.48148	26.326117	200.0	83.0	190.4814814814815	26.32611767578514	5143	96627
96.145966	102.62952	87.52991008758545	19	165.6129	42.296707	200.0	54.0	165.61290322580646	42.29670727621702	5134	101761
65.63584	66.51003	91.79587912559509	20	103.38776	47.06002	200.0	24.0	103.38775510204081	47.06002087067311	5066	106827
87.04936	88.56901	96.15778398513794	21	146.82857	52.950912	200.0	19.0	146.82857142857142	52.95091296355021	5139	111966
85.3512	91.6885	100.45662307739258	22	130.82051	62.55618	200.0	30.0	130.82051282051282	62.55617856503138	5102	117068
107.25399	117.19983	104.89747095108032	23	200.0	0.0	200.0	200.0	200.0	0.0	5200	122268
105.59555	123.81731	109.43438911437988	24	200.0	0.0	200.0	200.0	200.0	0.0	5200	127468
103.625854	119.767044	114.08912014961243	25	200.0	0.0	200.0	200.0	200.0	0.0	5200	132668
101.95705	102.22407	118.69752502441406	26	196.92308	5.8436227	200.0	178.0	196.92307692307693	5.8436229339411385	5120	137788
100.84247	101.15562	123.55089402198792	27	195.57692	6.3012395	200.0	176.0	195.57692307692307	6.30123966388957	5085	142873
98.74251	99.939095	128.08121609687805	28	194.8077	5.784723	200.0	183.0	194.80769230769232	5.784722789510253	5065	147938
96.863075	104.6907	132.42078304290771	29	194.11539	6.4945354	200.0	177.0	194.1153846153846	6.4945357095669465	5047	152985
96.631	130.83281	136.81349897384644	30	196.5	6.090661	200.0	176.0	196.5	6.090661199422756	5109	158094
95.8052	125.64741	141.46127200126648	31	200.0	0.0	200.0	200.0	200.0	0.0	5200	163294
95.409386	118.35591	146.30485200881958	32	200.0	0.0	200.0	200.0	200.0	0.0	5200	168494
94.069984	106.169075	151.19944715499878	33	200.0	0.0	200.0	200.0	200.0	0.0	5200	173694
95.79989	109.59482	156.84867691993713	34	200.0	0.0	200.0	200.0	200.0	0.0	5200	178894
95.477585	99.60869	162.47448205947876	35	200.0	0.0	200.0	200.0	200.0	0.0	5200	184094
98.947586	106.647644	167.3931601047516	36	200.0	0.0	200.0	200.0	200.0	0.0	5200	189294
98.48783	108.66574	172.66843795776367	37	188.07408	42.165394	200.0	38.0	188.07407407407408	42.165393855121	5078	194372
96.35129	105.61902	178.2793300151825	38	174.82759	56.357887	200.0	15.0	174.82758620689654	56.35788900228869	5070	199442
90.21089	92.63904	183.24866604804993	39	156.06061	63.29581	200.0	12.0	156.06060606060606	63.29581315749924	5150	204592
63.3731	66.96177	187.81026792526245	40	89.375	66.126656	200.0	12.0	89.375	66.12665404358518	5005	209597
30.927818	31.776133	192.22428512573242	41	50.05	35.10367	200.0	9.0	50.05	35.103667899522975	5005	214602
20.071985	20.05683	196.7750060558319	42	35.595745	24.663977	148.0	10.0	35.59574468085106	24.663976867932398	5019	219621
40.164852	42.91883	201.61786198616028	43	59.916668	44.369175	200.0	10.0	59.916666666666664	44.36917858081788	5033	224654
82.13876	90.621376	206.36380314826965	44	139.58333	65.40318	200.0	13.0	139.58333333333334	65.40318332381757	5025	229679
100.14488	107.47662	211.91753792762756	45	200.0	0.0	200.0	200.0	200.0	0.0	5200	234879
94.28999	98.9269	217.0792360305786	46	200.0	0.0	200.0	200.0	200.0	0.0	5200	240079
